table_name,variable_name,enumeration_code,enumeration_display,enumeration_title,enumeration_meaning,enumeration_system,enumeration_group
ResearchStudyCollection,research_study_collection_type,program,Program,,ncpi_collection_type:program,https://anvilproject.github.io/acr-harmonized-data-model/EnumResearchCollectionType,EnumResearchCollectionType
ResearchStudyCollection,research_study_collection_type,user_defined,User Defined,,ncpi_collection_type:user-defined,https://anvilproject.github.io/acr-harmonized-data-model/EnumResearchCollectionType,EnumResearchCollectionType
ResearchStudyCollection,collection_status,current,Current,,hl7_list_status:current,https://anvilproject.github.io/acr-harmonized-data-model/EnumCollectionStatus,EnumCollectionStatus
ResearchStudyCollection,collection_status,retired,Retired,,hl7_list_status:retired,https://anvilproject.github.io/acr-harmonized-data-model/EnumCollectionStatus,EnumCollectionStatus
Sample,availability_status,available,Specimen is currently available,Available,ncpi_sample_availability:available,https://anvilproject.github.io/acr-harmonized-data-model/EnumSpecimenAvailability,EnumSpecimenAvailability
Sample,availability_status,unavailable,Specimen is currently unavailable,Unavailable,ncpi_sample_availability:unavailable,https://anvilproject.github.io/acr-harmonized-data-model/EnumSpecimenAvailability,EnumSpecimenAvailability
Aliquot,availability_status,available,Specimen is currently available,Available,ncpi_sample_availability:available,https://anvilproject.github.io/acr-harmonized-data-model/EnumSpecimenAvailability,EnumSpecimenAvailability
Aliquot,availability_status,unavailable,Specimen is currently unavailable,Unavailable,ncpi_sample_availability:unavailable,https://anvilproject.github.io/acr-harmonized-data-model/EnumSpecimenAvailability,EnumSpecimenAvailability
FamilyRelationship,relationship,mother,The relative is the biological mother of the patient.,Mother,kin:027,https://anvilproject.github.io/acr-harmonized-data-model/EnumFamilyRelationship,EnumFamilyRelationship
FamilyRelationship,relationship,father,The relative is the biological father of the patient.,Father,kin:028,https://anvilproject.github.io/acr-harmonized-data-model/EnumFamilyRelationship,EnumFamilyRelationship
FamilyRelationship,relationship,monozygotic_twin,The relative and patient are monozygotic twins,Monozygotic Twin,kin:010,https://anvilproject.github.io/acr-harmonized-data-model/EnumFamilyRelationship,EnumFamilyRelationship
FamilyRelationship,relationship,polyzygotic_twin,The relative and patient are polyzygotic twins,Polyzygotic Twin,kin:011,https://anvilproject.github.io/acr-harmonized-data-model/EnumFamilyRelationship,EnumFamilyRelationship
FamilyRelationship,relationship,twin,"The relative and patient are twins, but no further clarification is available (always use the more specific form when possible)",Twin,kin:009,https://anvilproject.github.io/acr-harmonized-data-model/EnumFamilyRelationship,EnumFamilyRelationship
FamilyRelationship,relationship,full_sibling,The relative and child both share the same biological mother and father,Full Sibling,kin:008,https://anvilproject.github.io/acr-harmonized-data-model/EnumFamilyRelationship,EnumFamilyRelationship
FamilyRelationship,relationship,half_sibling,The relative and child only share one biological parent,Half Sibling,kin:012,https://anvilproject.github.io/acr-harmonized-data-model/EnumFamilyRelationship,EnumFamilyRelationship
FamilyRelationship,relationship,sibling,"The relative share at least one biological parent, but there isn't enough information to confirm more then that.",Biological Sibling,kin:007,https://anvilproject.github.io/acr-harmonized-data-model/EnumFamilyRelationship,EnumFamilyRelationship
FamilyRelationship,knowledge_source,traditional,The knowledge comes from traditional sources like a form filled out by a patient or information copied from an external traditional source like government records.,Traditional,ncpi_patient_knowledge_source:traditional,https://anvilproject.github.io/acr-harmonized-data-model/EnumRelationshipKnowledgeSource,EnumRelationshipKnowledgeSource
FamilyRelationship,knowledge_source,inferred,"The knowledge is inferred from indirect evidence. For example, the existence of one patient's mother can be inferred from the existence of the patient.",Inferred,ncpi_patient_knowledge_source:inferred,https://anvilproject.github.io/acr-harmonized-data-model/EnumRelationshipKnowledgeSource,EnumRelationshipKnowledgeSource
FileMetaData,meta_data_type,bam_cram,Bam or Cram file,BAM/CRAM,,https://anvilproject.github.io/acr-harmonized-data-model/EnumFileMetaDataType,EnumFileMetaDataType
FileMetaData,meta_data_type,fastq,FASTQ File,FASTQ,,https://anvilproject.github.io/acr-harmonized-data-model/EnumFileMetaDataType,EnumFileMetaDataType
FileMetaData,meta_data_type,maf,MAF (Somatic Mutation),MAF (Somatic Mutation) file,,https://anvilproject.github.io/acr-harmonized-data-model/EnumFileMetaDataType,EnumFileMetaDataType
FileMetaData,meta_data_type,proteomics,Proteomics file,,,https://anvilproject.github.io/acr-harmonized-data-model/EnumFileMetaDataType,EnumFileMetaDataType
FileMetaData,meta_data_type,vcf,GC or gVCF file,VCF (and gVCF) file,,https://anvilproject.github.io/acr-harmonized-data-model/EnumFileMetaDataType,EnumFileMetaDataType
Family,family_type,control_only,Control Only,,ncpi_family_types:Control-only,https://anvilproject.github.io/acr-harmonized-data-model/EnumFamilyType,EnumFamilyType
Family,family_type,duo,Duo,,ncpi_family_types:Duo,https://anvilproject.github.io/acr-harmonized-data-model/EnumFamilyType,EnumFamilyType
Family,family_type,trio,Trio,,ncpi_family_types:Trio,https://anvilproject.github.io/acr-harmonized-data-model/EnumFamilyType,EnumFamilyType
Family,family_type,trioplus,Trio+,,ncpi_family_types:Trio+,https://anvilproject.github.io/acr-harmonized-data-model/EnumFamilyType,EnumFamilyType
Family,family_type,proband_only,Proband Only,,ncpi_family_types:Proband-only,https://anvilproject.github.io/acr-harmonized-data-model/EnumFamilyType,EnumFamilyType
Family,family_type,other,Other,,ncpi_family_types:Other,https://anvilproject.github.io/acr-harmonized-data-model/EnumFamilyType,EnumFamilyType
Family,consanguinity,not_suspected,Not suspected,,sct:428263003,https://anvilproject.github.io/acr-harmonized-data-model/EnumConsanguinity,EnumConsanguinity
Family,consanguinity,suspected,Suspected,,sct:415684004,https://anvilproject.github.io/acr-harmonized-data-model/EnumConsanguinity,EnumConsanguinity
Family,consanguinity,known_present,Known present,,sct:410515003,https://anvilproject.github.io/acr-harmonized-data-model/EnumConsanguinity,EnumConsanguinity
Family,consanguinity,unknown,Unknown,,sct:261665006,https://anvilproject.github.io/acr-harmonized-data-model/EnumConsanguinity,EnumConsanguinity
AccessPolicy_access_policy_code,access_policy_code,gru,General Research Use,GRU,ncpi_data_access_code:GRU,https://anvilproject.github.io/acr-harmonized-data-model/EnumAccessPolicyCode,EnumAccessPolicyCode
AccessPolicy_access_policy_code,access_policy_code,hmb,Health/Medical/Biomedical,HMB,ncpi_data_access_code:HMB,https://anvilproject.github.io/acr-harmonized-data-model/EnumAccessPolicyCode,EnumAccessPolicyCode
AccessPolicy_access_policy_code,access_policy_code,ds,Disease-Specific (Disease/Trait/Exposure),DS,ncpi_data_access_code:DS,https://anvilproject.github.io/acr-harmonized-data-model/EnumAccessPolicyCode,EnumAccessPolicyCode
AccessPolicy_access_policy_code,access_policy_code,irb,IRB Approval Required,IRB,ncpi_data_access_code:IRB,https://anvilproject.github.io/acr-harmonized-data-model/EnumAccessPolicyCode,EnumAccessPolicyCode
AccessPolicy_access_policy_code,access_policy_code,pub,Publication Required,PUB,ncpi_data_access_code:PUB,https://anvilproject.github.io/acr-harmonized-data-model/EnumAccessPolicyCode,EnumAccessPolicyCode
AccessPolicy_access_policy_code,access_policy_code,col,Collaboration Required,COL,ncpi_data_access_code:COL,https://anvilproject.github.io/acr-harmonized-data-model/EnumAccessPolicyCode,EnumAccessPolicyCode
AccessPolicy_access_policy_code,access_policy_code,npu,Not-for-profit use only,NPU,ncpi_data_access_code:NPU,https://anvilproject.github.io/acr-harmonized-data-model/EnumAccessPolicyCode,EnumAccessPolicyCode
AccessPolicy_access_policy_code,access_policy_code,mds,Methods,MDS,ncpi_data_access_code:MDS,https://anvilproject.github.io/acr-harmonized-data-model/EnumAccessPolicyCode,EnumAccessPolicyCode
AccessPolicy_access_policy_code,access_policy_code,gso,Genetic Studies only,GSO,ncpi_data_access_code:GSO,https://anvilproject.github.io/acr-harmonized-data-model/EnumAccessPolicyCode,EnumAccessPolicyCode
AccessPolicy_access_policy_code,access_policy_code,gsr,Genomic Summary Results,GSR,ncpi_data_access_code:GSR,https://anvilproject.github.io/acr-harmonized-data-model/EnumAccessPolicyCode,EnumAccessPolicyCode
AccessPolicy_access_policy_code,access_policy_code,rd,Related Diseases,RD,ncpi_data_access_code:RD,https://anvilproject.github.io/acr-harmonized-data-model/EnumAccessPolicyCode,EnumAccessPolicyCode
AccessPolicy_access_policy_code,access_policy_code,duo_0000004,This data use permission indicates there is no restriction on use.,no restriction,duo:0000004,https://anvilproject.github.io/acr-harmonized-data-model/EnumAccessPolicyCode,EnumAccessPolicyCode
AccessPolicy_access_policy_code,access_policy_code,duo_0000042,This data use permission indicates that use is allowed for general research use for any research purpose.,general research use,duo:0000042,https://anvilproject.github.io/acr-harmonized-data-model/EnumAccessPolicyCode,EnumAccessPolicyCode
AccessPolicy_access_policy_code,access_policy_code,duo_0000006,This data use permission indicates that use is allowed for health/medical/biomedical purposes; does not include the study of population origins or ancestry.,health or medical or biomedical research,duo:0000006,https://anvilproject.github.io/acr-harmonized-data-model/EnumAccessPolicyCode,EnumAccessPolicyCode
AccessPolicy_access_policy_code,access_policy_code,duo_0000007,This data use permission indicates that use is allowed provided it is related to the specified disease.,disease specific research,duo:0000007,https://anvilproject.github.io/acr-harmonized-data-model/EnumAccessPolicyCode,EnumAccessPolicyCode
AccessPolicy_access_policy_code,access_policy_code,duo_0000011,This data use permission indicates that use of the data is limited to the study of population origins or ancestry.,population origins or ancestry research only,duo:0000011,https://anvilproject.github.io/acr-harmonized-data-model/EnumAccessPolicyCode,EnumAccessPolicyCode
AccessPolicy_access_policy_code,access_policy_code,duo_0000012,This data use modifier indicates that use is limited to studies of a certain research type.,research specific restrictions,duo:0000012,https://anvilproject.github.io/acr-harmonized-data-model/EnumAccessPolicyCode,EnumAccessPolicyCode
AccessPolicy_access_policy_code,access_policy_code,duo_0000015,"This data use modifier indicates that use does not allow methods development research (e.g., development of software or algorithms).",no general methods research,duo:0000015,https://anvilproject.github.io/acr-harmonized-data-model/EnumAccessPolicyCode,EnumAccessPolicyCode
AccessPolicy_access_policy_code,access_policy_code,duo_0000016,"This data use modifier indicates that use is limited to genetic studies only (i.e., studies that include genotype research alone or both genotype and phenotype research, but not phenotype research exclusively)",genetic studies only,duo:0000016,https://anvilproject.github.io/acr-harmonized-data-model/EnumAccessPolicyCode,EnumAccessPolicyCode
AccessPolicy_access_policy_code,access_policy_code,duo_0000018,"This data use modifier indicates that use of the data is limited to not-for-profit organizations and not-for-profit use, non-commercial use.","not for profit, non commercial use only",duo:0000018,https://anvilproject.github.io/acr-harmonized-data-model/EnumAccessPolicyCode,EnumAccessPolicyCode
AccessPolicy_access_policy_code,access_policy_code,duo_0000019,This data use modifier indicates that requestor agrees to make results of studies using the data available to the larger scientific community.,publication required,duo:0000019,https://anvilproject.github.io/acr-harmonized-data-model/EnumAccessPolicyCode,EnumAccessPolicyCode
AccessPolicy_access_policy_code,access_policy_code,duo_0000020,This data use modifier indicates that the requestor must agree to collaboration with the primary study investigator(s).,collaboration required,duo:0000020,https://anvilproject.github.io/acr-harmonized-data-model/EnumAccessPolicyCode,EnumAccessPolicyCode
AccessPolicy_access_policy_code,access_policy_code,duo_0000021,This data use modifier indicates that the requestor must provide documentation of local IRB/ERB approval.,ethics approval required,duo:0000021,https://anvilproject.github.io/acr-harmonized-data-model/EnumAccessPolicyCode,EnumAccessPolicyCode
AccessPolicy_access_policy_code,access_policy_code,duo_0000022,This data use modifier indicates that use is limited to within a specific geographic region.,geographical restriction,duo:0000022,https://anvilproject.github.io/acr-harmonized-data-model/EnumAccessPolicyCode,EnumAccessPolicyCode
AccessPolicy_access_policy_code,access_policy_code,duo_0000024,This data use modifier indicates that requestor agrees not to publish results of studies until a specific date.,publication moratorium,duo:0000024,https://anvilproject.github.io/acr-harmonized-data-model/EnumAccessPolicyCode,EnumAccessPolicyCode
AccessPolicy_access_policy_code,access_policy_code,duo_0000025,This data use modifier indicates that use is approved for a specific number of months.,time limit on use,duo:0000025,https://anvilproject.github.io/acr-harmonized-data-model/EnumAccessPolicyCode,EnumAccessPolicyCode
AccessPolicy_access_policy_code,access_policy_code,duo_0000026,This data use modifier indicates that use is limited to use by approved users.,user specific restriction,duo:0000026,https://anvilproject.github.io/acr-harmonized-data-model/EnumAccessPolicyCode,EnumAccessPolicyCode
AccessPolicy_access_policy_code,access_policy_code,duo_0000027,This data use modifier indicates that use is limited to use within an approved project.,project specific restriction,duo:0000027,https://anvilproject.github.io/acr-harmonized-data-model/EnumAccessPolicyCode,EnumAccessPolicyCode
AccessPolicy_access_policy_code,access_policy_code,duo_0000028,This data use modifier indicates that use is limited to use within an approved institution.,institution specific restriction,duo:0000028,https://anvilproject.github.io/acr-harmonized-data-model/EnumAccessPolicyCode,EnumAccessPolicyCode
AccessPolicy_access_policy_code,access_policy_code,duo_0000029,This data use modifier indicates that the requestor must return derived/enriched data to the database/resource.,return to database or resource,duo:0000029,https://anvilproject.github.io/acr-harmonized-data-model/EnumAccessPolicyCode,EnumAccessPolicyCode
AccessPolicy_access_policy_code,access_policy_code,duo_0000043,This data use modifier indicates that use is allowed for clinical use and care.,clinical care use,duo:0000043,https://anvilproject.github.io/acr-harmonized-data-model/EnumAccessPolicyCode,EnumAccessPolicyCode
AccessPolicy_access_policy_code,access_policy_code,duo_0000044,"This data use modifier indicates use for purposes of population, origin, or ancestry research is prohibited.",population origins or ancestry research prohibited,duo:0000044,https://anvilproject.github.io/acr-harmonized-data-model/EnumAccessPolicyCode,EnumAccessPolicyCode
AccessPolicy_access_policy_code,access_policy_code,duo_0000045,This data use modifier indicates that use of the data is limited to not-for-profit organisations.,not for profit organisation use only,duo:0000045,https://anvilproject.github.io/acr-harmonized-data-model/EnumAccessPolicyCode,EnumAccessPolicyCode
AccessPolicy_access_policy_code,access_policy_code,duo_0000046,This data use modifier indicates that use of the data is limited to not-for-profit use.,non-commercial use only,duo:0000046,https://anvilproject.github.io/acr-harmonized-data-model/EnumAccessPolicyCode,EnumAccessPolicyCode
AssociatedParty_classifier,classifier,nih,NIH,,hl7_rsp_org_type:nih,https://anvilproject.github.io/acr-harmonized-data-model/EnumResearchStudyPartyOrganizationType,EnumResearchStudyPartyOrganizationType
AssociatedParty_classifier,classifier,fda,FDA,,hl7_rsp_org_type:fda,https://anvilproject.github.io/acr-harmonized-data-model/EnumResearchStudyPartyOrganizationType,EnumResearchStudyPartyOrganizationType
AssociatedParty_classifier,classifier,academic,Academic,,hl7_rsp_org_type:academic,https://anvilproject.github.io/acr-harmonized-data-model/EnumResearchStudyPartyOrganizationType,EnumResearchStudyPartyOrganizationType
